FLWS,NasdaqGS,纳斯达克全球精选,"FLWS,FWC",NasdaqGS:FLWS, DB:FWC,,,-,1-800-Flowers.com Inc. ,,,,,,,,1976,www.1800flowers.com,United States,"Headquarters
One Old Country Road
Suite 500 
Carle Place, New York    11514
United States
Main Phone: 516-237-6000
Other Phone: 800-356-9377","1-800-FLOWERS.COM, Inc. operates as a florist and gift retailer in the United States.",Internet Retail
PSCC,NasdaqGM,纳斯达克全球市场,PSCC,NasdaqGM:PSCC,,,,-,PowerShares Exchange-Traded Fund Trust II - PowerShares S&P SmallCap Consumer Staples Portfolio ,,,,,,,,2010,www.invescopowershares.com/products/overview.aspx?ticker=PSCC,United States,"Headquarters
3500 Lacey Road
Suite 700 
Downers Grove, Illinois    60515
United States
Main Phone: 630-933-9600
Other Phone: 800-983-0903",PowerShares Exchange-Traded Fund Trust II - PowerShares S&P SmallCap Consumer Staples Portfolio is an exchange traded fund launched and managed by Invesco PowerShares Capital Management LLC. The fund invests in the public equity markets of the United States.,Asset Management and Custody Banks
PSCE,NasdaqGM,纳斯达克全球市场,PSCE,NasdaqGM:PSCE,,,,-,PowerShares Exchange-Traded Fund Trust II - PowerShares S&P SmallCap Energy Portfolio ,,,,,,,,2010,www.invescopowershares.com/products/overview.aspx?ticker=PSCE,United States,"Headquarters
3500 Lacey Road
Suite 700 
Downers Grove, Illinois    60515
United States
Main Phone: 630-933-9600
Other Phone: 800-983-0903",PowerShares Exchange-Traded Fund Trust II - PowerShares S&P SmallCap Energy Portfolio is an exchange traded fund launched by Invesco Ltd. It is managed by Invesco PowerShares Capital Management LLC. The fund invests in the public equity markets of the United States.,Asset Management and Custody Banks
PSCF,NasdaqGM,纳斯达克全球市场,PSCF,NasdaqGM:PSCF,,,,-,PowerShares Exchange-Traded Fund Trust II - PowerShares S&P SmallCap Financials Portfolio ,,,,,,,,2010,www.invescopowershares.com/products/overview.aspx?ticker=PSCF,United States,"Headquarters
3500 Lacey Road
Suite 700 
Downers Grove, Illinois    60515
United States
Main Phone: 630-933-9600
Other Phone: 800-983-0903",PowerShares Exchange-Traded Fund Trust II - PowerShares S&P SmallCap Financials Portfolio is an exchange traded fund launched and managed by Invesco PowerShares Capital Management LLC. The fund invests in the public equity markets of the United States.,Asset Management and Custody Banks
PSCH,NasdaqGM,纳斯达克全球市场,PSCH,NasdaqGM:PSCH,,,,-,PowerShares Exchange-Traded Fund Trust II - PowerShares S&P SmallCap Health Care Portfolio ,,,,,,,,2010,www.invescopowershares.com/products/overview.aspx?ticker=PSCH,United States,"Headquarters
3500 Lacey Road
Suite 700 
Downers Grove, Illinois    60515
United States
Main Phone: 630-933-9600
Other Phone: 800-983-0903",PowerShares Exchange-Traded Fund Trust II - PowerShares S&P SmallCap Health Care Portfolio is an exchange traded fund launched by Invesco Ltd. It is managed by Invesco PowerShares Capital Management LLC. The fund invests in the public equity markets of the United States.,Asset Management and Custody Banks
PSCI,NasdaqGM,纳斯达克全球市场,PSCI,NasdaqGM:PSCI,,,,-,PowerShares Exchange-Traded Fund Trust II - PowerShares S&P SmallCap Industrials Portfolio ,,,,,,,,2010,www.invescopowershares.com/products/overview.aspx?ticker=PSCI,United States,"Headquarters
3500 Lacey Road
Suite 700 
Downers Grove, Illinois    60515
United States
Main Phone: 630-933-9600
Other Phone: 800-983-0903",PowerShares Exchange-Traded Fund Trust II - PowerShares S&P SmallCap Industrials Portfolio is an exchange traded fund launched and managed by Invesco PowerShares Capital Management LLC. The fund invests in the public equity markets of the United States.,Asset Management and Custody Banks
PSCM,NasdaqGM,纳斯达克全球市场,PSCM,NasdaqGM:PSCM,,,,-,PowerShares Exchange-Traded Fund Trust II - PowerShares S&P SmallCap Materials Portfolio ,,,,,,,,2010,www.invescopowershares.com/products/overview.aspx?ticker=PSCM,United States,"Headquarters
3500 Lacey Road
Suite 700 
Downers Grove, Illinois    60515
United States
Main Phone: 630-933-9600
Other Phone: 800-983-0903",PowerShares Exchange-Traded Fund Trust II - PowerShares S&P SmallCap Materials Portfolio is an exchange traded fund launched and managed by Invesco PowerShares Capital Management LLC. The fund invests in the public equity markets of the United States.,Asset Management and Custody Banks
PSCU,NasdaqGM,纳斯达克全球市场,PSCU,NasdaqGM:PSCU,,,,-,PowerShares Exchange-Traded Fund Trust II - PowerShares S&P SmallCap Utilities Portfolio ,,,,,,,,2010,www.invescopowershares.com/products/overview.aspx?ticker=PSCU,United States,"Headquarters
3500 Lacey Road
Suite 700 
Downers Grove, Illinois    60515
United States
Main Phone: 630-933-9600
Other Phone: 800-983-0903",PowerShares Exchange-Traded Fund Trust II - PowerShares S&P SmallCap Utilities Portfolio is an exchange traded fund launched and managed by Invesco PowerShares Capital Management LLC. The fund invests in the public equity markets of the United States.,Asset Management and Custody Banks
PSCT,NasdaqGM,纳斯达克全球市场,PSCT,NasdaqGM:PSCT,,,,-,PowerShares Exchange-Traded Fund Trust II- PowerShares S&P SmallCap Information Technology Portfolio ,,,,,,,,2010,www.invescopowershares.com/products/overview.aspx?ticker=PSCT,United States,"Headquarters
3500 Lacey Road
Suite 700 
Downers Grove, Illinois    60515
United States
Main Phone: 630-933-9600
Other Phone: 800-983-0903",PowerShares Exchange-Traded Fund Trust II - PowerShares S&P SmallCap Information Technology Portfolio is an exchange traded fund launched and managed by Invesco PowerShares Capital Management LLC. The fund invests in the public equity markets of the United States.,Asset Management and Custody Banks
POZN,NasdaqGS,纳斯达克全球精选,"POZN,PZ6",NasdaqGS:POZN, DB:PZ6,,,-,POZEN Inc. ,,,,,,,,1996,www.pozen.com,United States,"Headquarters
1414 Raleigh Road
Suite 400 
Chapel Hill, North Carolina    27517
United States
Main Phone: 919-913-1030
Main Fax: 919-913-1039","POZEN Inc., a pharmaceutical company, develops products for the treatment of acute and chronic pain, and pain related conditions in the United States and internationally.",Pharmaceuticals
PBT,-,-,"PBT,PRNA.F,PRAN,PBNA",ASX:PBT, OTCPK:PRNA.F, NasdaqCM:PRAN, DB:PBNA,-,Prana Biotechnology Limited ,,,,,,,,1997,www.pranabio.com,Australia,"Headquarters
369 Royal Parade
Level 2 
Parkville, Victoria    3052
Australia
Main Phone: 61 3 9349 4906
Main Fax: 61 3 9348 0377",Prana Biotechnology Limited researches and develops therapeutic drugs for the treatment of neurological disorders in Australia.,Biotechnology
PFBC,NasdaqGS,纳斯达克全球精选,PFBC,NasdaqGS:PFBC,,,,-,Preferred Bank ,,,,,,,,1991,www.preferredbank.com,United States,"Headquarters
601 South Figueroa Street
29th Floor 
Los Angeles, California    90017
United States
Main Phone: 213-891-1188
Main Fax: 213-622-0369","Preferred Bank provides various commercial banking products and services to small and mid-sized businesses and their owners, entrepreneurs, real estate developers and investors, professionals, and high net worth individuals in the United States.",Regional Banks
PLPC,NasdaqGS,纳斯达克全球精选,PLPC,NasdaqGS:PLPC,,,,-,Preformed Line Products Company ,,,,,,,,1947,www.preformed.com,United States,"Headquarters
660 Beta Drive 
Mayfield Village, Ohio    44143
United States
Main Phone: 440-461-5200
Main Fax: 440-442-8816","Preformed Line Products Company, together with its subsidiaries, designs and manufactures products and systems used in the construction and maintenance of overhead and underground networks for the energy, telecommunication, cable operators, data communication, and other industries worldwide.",Electrical Components and Equipment
PRXI,NasdaqGM,纳斯达克全球市场,"PRXI,RMS",NasdaqGM:PRXI, DB:RMS,,,-,Premier Exhibitions Inc. ,,,,,,,,1987,www.prxi.com,United States,"Headquarters
3340 Peachtree Road, NE
Suite 900 
Atlanta, Georgia    30326
United States
Main Phone: 404-842-2600","Premier Exhibitions, Inc., together with its subsidiaries, is engaged in presenting museum-quality touring exhibitions to public worldwide.",Leisure Facilities
PFBI,NasdaqGM,纳斯达克全球市场,PFBI,NasdaqGM:PFBI,,,,-,Premier Financial Bancorp Inc. ,,,,,,,,1991,-,United States,"Headquarters
2883 Fifth Avenue 
Huntington, West Virginia    25702
United States
Main Phone: 304-525-1600
Main Fax: 304-525-9701","Premier Financial Bancorp, Inc., a multi-bank holding company, provides community banking services to individuals and small-to-medium sized businesses.",Regional Banks
PINC,NasdaqGS,纳斯达克全球精选,"PINC,PM8",NasdaqGS:PINC, DB:PM8,,,-,"Premier, Inc. ",,,,,,,,1969,www.premierinc.com,United States,"Headquarters
13034 Ballantyne Corporate Place 
Charlotte, North Carolina    28277
United States
Main Phone: 704-357-0022","Premier, Inc. operates as a healthcare alliance that unites hospitals, health systems, physicians, and other healthcare providers in the United States.",Healthcare Services
PRGX,NasdaqGS,纳斯达克全球精选,"PRGX,PFYA",NasdaqGS:PRGX, DB:PFYA,,,-,"PRGX Global, Inc. ",,,,,,,,1990,www.prgx.com,United States,"Headquarters
600 Galleria Parkway
Suite 100 
Atlanta, Georgia    30339
United States
Main Phone: 770-779-3900","PRGX Global, Inc., together with its subsidiaries, provides recovery audit services to businesses and government agencies having payment transactions in the United States, Canada, Latin America, Europe, Asia, and the Pacific region.",Data Processing and Outsourced Services
PSMT,NasdaqGS,纳斯达克全球精选,"PSMT,PSMT *,PS8",NasdaqGS:PSMT, BMV:PSMT *, DB:PS8,,-,PriceSmart Inc. ,,,,,,,,1994,www.pricesmart.com,United States,"Headquarters
9740 Scranton Road 
San Diego, California    92121
United States
Main Phone: 858-404-8800","PriceSmart, Inc., together with its subsidiaries, owns and operates membership shopping warehouse clubs in Latin American and Caribbean.",Hypermarkets and Super Centers
PRR,-,-,"PRR,PRR,PRRU.F,PBMD",ASX:PRR, XTRA:PRR, OTCPK:PRRU.F, NasdaqGM:PBMD,-,Prima Biomed Ltd. ,,,,,,,,-,www.primabiomed.com.au,Australia,"Headquarters
151 Macquarie Street
Level 7 
Sydney, New South Wales    2000
Australia
Main Phone: 61 2 9276 1224
Main Fax: 61 2 9276 1284","Prima BioMed Ltd., a biotechnology company, researches, develops, and commercializes licensed medical biotechnology products in Australia.",Biotechnology
PNRG,NasdaqCM,纳斯达克资本市场,PNRG,NasdaqCM:PNRG,,,,-,PrimeEnergy Corp. ,,,,,,,,1973,www.primeenergy.com,United States,"Headquarters
9821 Katy Freeway 
Houston, Texas    77024
United States
Main Phone: 713-735-0000","PrimeEnergy Corporation, through its subsidiaries, is engaged in the acquisition, development, and production of oil and natural gas properties in the United States.",Oil and Gas Exploration and Production
PRMW,NasdaqGM,纳斯达克全球市场,"PRMW,P4W",NasdaqGM:PRMW, DB:P4W,,,-,Primo Water Corporation ,,,,,,,,2004,www.primowater.com,United States,"Headquarters
104 Cambridge Plaza Drive 
Winston-Salem, North Carolina    27104
United States
Main Phone: 336-331-4000","Primo Water Corporation, together with its subsidiaries, provides multi-gallon purified bottled water, self-service refill water, and water dispensers in the United States and Canada.",Soft Drinks
PRIM,NasdaqGS,纳斯达克全球精选,"PRIM,1PM",NasdaqGS:PRIM, DB:1PM,,,-,Primoris Services Corporation ,,,,,,,,-,www.prim.com,United States,"Headquarters
2100 McKinney Avenue
Suite 1500 
Dallas, Texas    75201
United States
Main Phone: 214-740-5600","Primoris Services Corporation, a specialty contractor and infrastructure company, provides a range of construction, fabrication, maintenance, replacement, water and wastewater, and engineering services in the United States and internationally.",Construction and Engineering
PVTB.P,-,-,PVTB.P,NasdaqGS:PVTB.P,,,,-,PrivateBancorp Capital Trust IV,,,,,,,,-,-,United States,"Headquarters
70 West Madison Avenue
Suite 900 
Chicago, Illinois    60602
United States
Main Phone: 312-683-7100",PrivateBancorp Capital Trust IV operates as a subsidiary of Privatebancorp Inc.,Regional Banks
PVTB,NasdaqGS,纳斯达克全球精选,"PVTB,PVTD,TPB",NasdaqGS:PVTB, NYSE:PVTD, DB:TPB,,-,"PrivateBancorp, Inc. ",,,,,,,,1989,www.theprivatebank.com,United States,"Headquarters
120 South LaSalle Street 
Chicago, Illinois    60603
United States
Main Phone: 312-564-2000
Other Phone: 312-683-7100","PrivateBancorp, Inc. operates as the bank holding company for The PrivateBank and Trust Company that provides various business and personal financial services to middle market companies and business owners, executives, entrepreneurs, and families in the United States.",Regional Banks
PDEX,NasdaqCM,纳斯达克资本市场,"PDEX,PDXN",NasdaqCM:PDEX, DB:PDXN,,,-,Pro-Dex Inc. ,,,,,,,,1978,www.pro-dex.com,United States,"Headquarters
2361 McGaw Avenue 
Irvine, California    92614
United States
Main Phone: 949-769-3200
Other Phone: 800-562-6204","Pro-Dex, Inc., together with its subsidiaries, designs, produces, and markets powered surgical and dental instruments, and multi-axis motion control products for medical, factory automation, and scientific research industries.",Healthcare Equipment
PKT,NasdaqGS,纳斯达克全球精选,"PKT,09N",NasdaqGS:PKT, DB:09N,,,-,"Procera Networks, Inc. ",,,,,,,,2002,www.proceranetworks.com,United States,"Headquarters
47448 Fremont Boulevard 
Fremont, California    94538
United States
Main Phone: 510-230-2777
Main Fax: 510-656-1355
Other Phone: 877-776-2372","Procera Networks, Inc. provides intelligent policy enforcement solutions based on deep packet inspection technology that enable mobile and broadband network operators and entities to manage and control their private networks.",Communications Equipment
IPDN,NasdaqCM,纳斯达克资本市场,IPDN,NasdaqCM:IPDN,,,,-,Professional Diversity Network LLC ,,,,,,,,2003,www.profusional.com,United States,"Headquarters
801 West Adams Street
Suite 600 
Chicago, Illinois    60607
United States
Main Phone: 312-614-0950
Other Phone: 888-281-9066","Professional Diversity Network, Inc. operates online professional networking communities with career resources in the United States.",Internet Software and Services
PFIE,NasdaqCM,纳斯达克资本市场,PFIE,NasdaqCM:PFIE,,,,-,"Profire Energy, Inc. ",,,,,,,,-,www.profireenergy.com,United States,"Headquarters
321 South, 1250 West
Suite 1 
Lindon, Utah    84042
United States
Main Phone: 801-796-5127
Main Fax: 801-785-5455","Profire Energy, Inc. designs, assembles, installs, sells, and services oilfield combustion management technologies and related products for the oil and gas industry.",Oil and Gas Equipment and Services
PGNX,NasdaqGS,纳斯达克全球精选,"PGNX,PGP",NasdaqGS:PGNX, DB:PGP,,,-,"Progenics Pharmaceuticals, Inc. ",,,,,,,,1986,www.progenics.com,United States,"Headquarters
777 Old Saw Mill River Road 
Tarrytown, New York    10591
United States
Main Phone: 914-789-2800
Main Fax: 914-789-2817","Progenics Pharmaceuticals, Inc. develops medicines for oncology.",Biotechnology
PRGS,NasdaqGS,纳斯达克全球精选,"PRGS,PGR",NasdaqGS:PRGS, DB:PGR,,,-,Progress Software Corporation ,,,,,,,,1981,www.progress.com,United States,"Headquarters
14 Oak Park Drive 
Bedford, Massachusetts    01730
United States
Main Phone: 781-280-4000
Other Phone: 800-477-6473",Progress Software Corporation provides software solutions for various industries worldwide.,Systems Software
PFPT,NasdaqGM,纳斯达克全球市场,"PFPT,POF",NasdaqGM:PFPT, DB:POF,,,-,"Proofpoint, Inc. ",,,,,,,,2002,www.proofpoint.com,United States,"Headquarters
892 Ross Drive 
Sunnyvale, California    94089
United States
Main Phone: 408-517-4710
Main Fax: 408-517-4711","Proofpoint, Inc. provides threat protection, regulatory compliance, archiving and governance, and secure communication solutions worldwide.",Systems Software
PRPH,NasdaqGM,纳斯达克全球市场,PRPH,NasdaqGM:PRPH,,,,-,"ProPhase Labs, Inc. ",,,,,,,,1989,www.prophaselabs.com,United States,"Headquarters
621 North Shady Retreat Road 
Doylestown, Pennsylvania    18901
United States
Main Phone: 215-345-0919","ProPhase Labs, Inc. engages in the manufacture, marketing, and distribution of homeopathic and health products to the general public.",Pharmaceuticals
RNA,NasdaqGS,纳斯达克全球精选,"RNA,6PH",NasdaqGS:RNA, DB:6PH,,,-,Prosensa Holding N.V. ,,,,,,,,1997,www.prosensa.eu,Netherlands,"Headquarters
J.H. Oortweg 21 
Leiden, Zuid-Holland    2333 CH
Netherlands
Main Phone: 31 71 332 2100
Main Fax: 31 71 332 2088","Prosensa Holding N.V., a biotechnology company, engages in the discovery and development of ribonucleic acid-modulating therapeutics for the treatment of genetic disorders.",Biotechnology
BIB,NasdaqGM,纳斯达克全球市场,BIB,NasdaqGM:BIB,,,,-,ProShares Trust - ProShares Ultra Nasdaq Biotechnology ,,,,,,,,2010,www.proshares.com/funds/bib.html,United States,"Headquarters
7501 Wisconsin Avenue
Suite 1000 
Bethesda, Maryland    20814
United States
Main Phone: 240-497-6400
Main Fax: 301-634-4323",ProShares Trust - ProShares Ultra Nasdaq Biotechnology is an exchange traded fund launched and managed by ProShare Advisors LLC. It invests in the public equity markets.,Asset Management and Custody Banks
TQQQ,NasdaqGM,纳斯达克全球市场,TQQQ,NasdaqGM:TQQQ,,,,-,ProShares Trust - ProShares UltraPro QQQ ,,,,,,,,2010,www.proshares.com/funds/tqqq.html,United States,"Headquarters
7501 Wisconsin Avenue
Suite 1000 
Bethesda, Maryland    20814
United States
Main Phone: 240-497-6400
Main Fax: 301-634-4323",ProShares Trust - ProShares UltraPro QQQ is an exchange traded fund launched and managed by ProShare Advisors LLC. It invests in public equity markets of the United States.,Asset Management and Custody Banks
SQQQ,NasdaqGM,纳斯达克全球市场,SQQQ,NasdaqGM:SQQQ,,,,-,ProShares Trust - ProShares UltraPro Short QQQ ,,,,,,,,2010,www.proshares.com/funds/sqqq.html,United States,"Headquarters
7501 Wisconsin Avenue
Suite 1000 
Bethesda, Maryland    20814
United States
Main Phone: 240-497-6400
Main Fax: 301-634-4323",ProShares Trust - ProShares UltraPro Short QQQ is an exchange traded fund launched and managed by ProShare Advisors LLC. It invests in public equity of across the globe.,Asset Management and Custody Banks
BIS,NasdaqGM,纳斯达克全球市场,BIS,NasdaqGM:BIS,,,,-,ProShares Trust - ProShares UltraShort Nasdaq Biotechnology ,,,,,,,,2010,www.proshares.com/funds/bis.html,United States,"Headquarters
7501 Wisconsin Avenue
Suite 1000 
Bethesda, Maryland    20814
United States
Main Phone: 240-497-6400
Main Fax: 301-634-4323",ProShares Trust - ProShares UltraShort Nasdaq Biotechnology is an exchange traded fund launched and managed by ProShare Advisors LLC. It invests in public equity markets of the United States.,Asset Management and Custody Banks
PSEC,NasdaqGS,纳斯达克全球精选,"PSEC,RK8",NasdaqGS:PSEC, DB:RK8,,,-,Prospect Capital Corporation ,,,,,,,,1988,www.prospectstreet.com,United States,"Headquarters
10 East 40th Street
44nd Floor 
New York, New York    10016
United States
Main Phone: 212-448-0702
Main Fax: 212-448-9652",Prospect Capital Corporation is a business development company.,Asset Management and Custody Banks
PRTA,NasdaqGS,纳斯达克全球精选,"PRTA,0PT",NasdaqGS:PRTA, DB:0PT,,,-,Prothena Corporation plc ,,,,,,,,2012,www.prothena.com,Ireland,"Headquarters
25 - 28 North Wall Quay 
Dublin, Co. Dublin    1
Ireland
Main Phone: 353 1 902 3519
Main Fax: 353 1 902 3510","Prothena Corporation plc, a clinical stage biotechnology company, focuses on the discovery, development, and commercialization of novel antibodies for the treatment of various diseases associated with protein misfolding or cell adhesion.",Biotechnology
PWX,NasdaqGM,纳斯达克全球市场,PWX,NasdaqGM:PWX,,,,-,Providence and Worcester Railroad Company ,,,,,,,,1969,www.pwrr.com,United States,"Headquarters
75 Hammond Street 
Worcester, Massachusetts    01610
United States
Main Phone: 508-755-4000","Providence and Worcester Railroad Company, a short-line freight railroad, provides interstate freight carrier services in Massachusetts, Rhode Island, Connecticut, and New York.",Railroads
PRSC,NasdaqGS,纳斯达克全球精选,"PRSC,PRF",NasdaqGS:PRSC, DB:PRF,,,-,Providence Service Corp. ,,,,,,,,1996,www.provcorp.com,United States,"Headquarters
64 East Broadway Boulevard 
Tucson, Arizona    85701
United States
Main Phone: 520-747-6600
Main Fax: 520-747-6605
Other Phone: 800-747-6950",The Providence Service Corporation provides and manages government sponsored human services and non-emergency transportation services.,Healthcare Services
PROV,NasdaqGS,纳斯达克全球精选,PROV,NasdaqGS:PROV,,,,-,"Provident Financial Holdings, Inc. ",,,,,,,,1956,www.myprovident.com,United States,"Headquarters
3756 Central Avenue 
Riverside, California    92506
United States
Main Phone: 951-686-6060","Provident Financial Holdings, Inc. operates as the holding company for Provident Savings Bank, F.S.B. that provides community banking and mortgage banking services to consumers and small to mid-sized businesses in the Inland Empire region of Southern California.",Thrifts and Mortgage Finance
PBIP,NasdaqGM,纳斯达克全球市场,PBIP,NasdaqGM:PBIP,,,,-,"Prudential Bancorp, Inc. ",,,,,,,,1886,www.prudentialsavingsbank.com,United States,"Headquarters
1834 West Oregon Avenue 
Philadelphia, Pennsylvania    19145
United States
Main Phone: 215-755-1500","Prudential Bancorp, Inc. operates as the bank holding company for Prudential Savings Bank that provides various financial products or services in Pennsylvania.",Thrifts and Mortgage Finance
PRU,-,-,"PRU,2378,PUK,PUKP.F",LSE:PRU, SEHK:2378, NYSE:PUK, OTCPK:PUKP.F,英國保誠有限公司,Prudential plc ,,,,,,,,1848,www.prudential.co.uk,United Kingdom,"Headquarters
Laurence Pountney Hill 
London, Greater London    EC4R 0HH
United Kingdom
Main Phone: 44 20 7220 7588","Prudential plc, together with its subsidiaries, provides retail financial products and services, and asset management services to individuals and businesses in Asia, the United States, and the United Kingdom.",Life and Health Insurance
PSBH,NasdaqCM,纳斯达克资本市场,PSBH,NasdaqCM:PSBH,,,,-,PSB Holdings Inc. ,,,,,,,,1862,www.putnambank.com,United States,"Headquarters
40 Main Street 
Putnam, Connecticut    06260
United States
Main Phone: 860-928-6501","PSB Holdings, Inc. operates as the holding company of Putnam Bank that provides a range of banking services to individual and small business customers located primarily in Connecticut.",Thrifts and Mortgage Finance
PSDV,NasdaqGM,纳斯达克全球市场,"PSDV,PV3,PSDV,PVA",NasdaqGM:PSDV, XTRA:PV3, XTRA:PSDV, ASX:PVA,-,pSivida Corp. ,,,,,,,,1987,www.psivida.com,United States,"Headquarters
400 Pleasant Street 
Watertown, Massachusetts    02472
United States
Main Phone: 617-926-5000
Main Fax: 617-926-5050",pSivida Corp. develops products to deliver drugs and biologics primarily in the United States and the United Kingdom.,Life Sciences Tools and Services
PMD,NasdaqCM,纳斯达克资本市场,PMD,NasdaqCM:PMD,,,,-,Psychemedics Corp. ,,,,,,,,1985,www.psychemedics.com,United States,"Headquarters
125 Nagog Park
Suite 200 
Acton, Massachusetts    01720
United States
Main Phone: 978-206-8220
Other Phone: 800-628-8073",Psychemedics Corporation provides testing services for the detection of drugs of abuse through the analysis of hair samples in the United States and internationally.,Healthcare Services
PTC,NasdaqGS,纳斯达克全球精选,"PTC,PMTA",NasdaqGS:PTC, DB:PMTA,,,-,PTC Inc. ,,,,,,,,1985,www.ptc.com,United States,"Headquarters
140 Kendrick Street 
Needham, Massachusetts    02494
United States
Main Phone: 781-370-5000
Main Fax: 781-370-6000","PTC Inc. develops, markets, and supports software solutions that facilitate companies to design products, manage product information, and enhance their product development processes worldwide.",Application Software
PTCT,NasdaqGS,纳斯达克全球精选,"PTCT,P91",NasdaqGS:PTCT, DB:P91,,,-,"PTC Therapeutics, Inc. ",,,,,,,,1998,www.ptcbio.com,United States,"Headquarters
100 Corporate Court 
South Plainfield, New Jersey    07080
United States
Main Phone: 908-222-7000","PTC Therapeutics, Inc., a biopharmaceutical company, focuses on the discovery and development of orally administered, proprietary small-molecule drugs that target post-transcriptional control processes.",Biotechnology
PULB,NasdaqGS,纳斯达克全球精选,PULB,NasdaqGS:PULB,,,,-,Pulaski Financial Corporation ,,,,,,,,1922,www.pulaskibankstl.com,United States,"Headquarters
12300 Olive Boulevard 
St. Louis, Missouri    63141
United States
Main Phone: 314-878-2210",Pulaski Financial Corp. operates as the holding company for Pulaski Bank that provides a range of financial products and services for businesses and retail customers in the United States.,Thrifts and Mortgage Finance
PCYO,NasdaqCM,纳斯达克资本市场,PCYO,NasdaqCM:PCYO,,,,-,Pure Cycle Corporation ,,,,,,,,1976,www.purecyclewater.com,United States,"Headquarters
1490 Lafayette Street
Suite 203 
Denver, Colorado    80218
United States
Main Phone: 303-292-3456
Main Fax: 303-292-3475","Pure Cycle Corporation designs, constructs, operates, and maintains water and wastewater systems in the Denver metropolitan area.",Water Utilities
QADA,NasdaqGS,纳斯达克全球精选,"QADA,QADB",NasdaqGS:QADA, NasdaqGS:QADB,,,-,QAD Inc. ,,,,,,,,1979,www.qad.com,United States,"Headquarters
100 Innovation Place 
Santa Barbara, California    93108
United States
Main Phone: 805-566-6000
Other Phone: 888-641-4141","QAD Inc. provides enterprise software solutions for manufacturers in the automotive, consumer products, food and beverage, high technology, industrial products, and life sciences industries Worldwide.",Application Software
QCCO,NasdaqGM,纳斯达克全球市场,"QCCO,QS8",NasdaqGM:QCCO, DB:QS8,,,-,"QC Holdings, Inc. ",,,,,,,,1984,www.qcholdings.com,United States,"Headquarters
9401 Indian Creek Parkway
Suite 1500 
Overland Park, Kansas    66210
United States
Main Phone: 913-234-5000
Other Phone: 866-660-2243","QC Holdings, Inc. and its subsidiaries provide various financial services.",Consumer Finance
QCRH,NasdaqGM,纳斯达克全球市场,QCRH,NasdaqGM:QCRH,,,,-,QCR Holdings Inc. ,,,,,,,,1993,www.qcbt.com,United States,"Headquarters
3551 Seventh Street 
Moline, Illinois    61265
United States
Main Phone: 309-743-7721","QCR Holdings, Inc., a multi-bank holding company, provides commercial and consumer banking, and trust and asset management services for the Quad Cities, Cedar Rapids, Waterloo/Cedar Falls, and Rockford communities.",Regional Banks
QGEN,NasdaqGS,纳斯达克全球精选,"QGEN,QIA,QIA,0H1Z",NasdaqGS:QGEN, XTRA:QIA, DB:QIA, LSE:0H1Z,-,Qiagen NV ,,,,,,,,1986,www.qiagen.com,Netherlands,"Headquarters
Spoorstraat 50 
Venlo, Limburg    5911 KJ
Netherlands
Main Phone: 31 77 320 8400","QIAGEN N.V., through its subsidiaries, provides sample and assay technologies worldwide.",Life Sciences Tools and Services
QIWI,NasdaqGS,纳斯达克全球精选,"QIWI,QIWI,QIW",NasdaqGS:QIWI, MICEX:QIWI, DB:QIW,,-,Qiwi plc ,,,,,,,,-,www.qiwi.com,Russia,"Headquarters
1A, Building 1
Severnoe Chertanovo Microdistrict 
Moscow    117648
Russia
Main Phone: 7 4957 83 59 59","QIWI plc, together with its subsidiaries, operates electronic online payment systems primarily in the Russian Federation, Kazakhstan, Moldova, Belarus, Romania, the United States, and the United Arab Emirates.",Data Processing and Outsourced Services
QLIK,NasdaqGS,纳斯达克全球精选,"QLIK,QK9",NasdaqGS:QLIK, DB:QK9,,,-,"Qlik Technologies, Inc. ",,,,,,,,1993,www.qlikview.com,United States,"Headquarters
150 North Radnor Chester Road
Suite E120 
Radnor, Pennsylvania    19087
United States
Main Phone: 888-828-9768
Main Fax: 610-975-5987",Qlik Technologies Inc. provides user-driven business intelligence solution that enables customers to make business decisions.,Application Software
QLGC,NasdaqGS,纳斯达克全球精选,"QLGC,QLG",NasdaqGS:QLGC, DB:QLG,,,-,QLogic Corp. ,,,,,,,,1992,www.qlogic.com,United States,"Headquarters
26650 Aliso Viejo Parkway 
Aliso Viejo, California    92656
United States
Main Phone: 949-389-6000
Main Fax: 949-389-6126","QLogic Corporation designs and supplies high performance server and storage networking infrastructure products that provide, enhance, and manage computer data communication.","Technology Hardware, Storage and Peripherals"
QLT,-,-,"QLT,QLTI,QLT",TSX:QLT, NasdaqGS:QLTI, DB:QLT,,-,QLT Inc. ,,,,,,,,1981,www.qltinc.com,Canada,"Headquarters
887 Great Northern Way
Suite 101 
Vancouver, British Columbia    V5T 4T5
Canada
Main Phone: 604-707-7000
Main Fax: 604-707-7001
Other Phone: 877-764-3131","QLT Inc., a biotechnology company, develops and commercializes ocular products that address the unmet medical needs of patients and clinicians worldwide.",Biotechnology
