NRF,NYSE,纽交所,NRF-A,NYSE:NRF-A,,,,,NorthStar Realty Finance Corp.,,,,,,,,1997,www.nrfc.com,United States,"399 Park Avenue, 18th Floor, New York, New York, 10022, United States","NorthStar Realty Finance Corp., a real estate investment trust (REIT), operates as a commercial real estate (CRE) investment and asset management company in the United States. It focuses on originating, structuring, acquiring, and managing senior and subordinate debt investments secured primarily by commercial, multifamily, and healthcare properties, which include first mortgage loans, subordinate mortgage interests, mezzanine loans, credit tenant loans, and other loans, such as preferred equity interests in borrowers who own such properties. The company's net lease properties primarily include office, industrial, and retail properties leased under net leases to corporate tenants; and healthcare properties focusing on mid-acuity facilities, such as skilled nursing and assisted living facilities leased under net leases to healthcare operators; and manufactured housing communities. Its asset management business focuses on commercial real estate related activities, such as sponsoring and advising its sponsored REITs; and managing and advising its collateralized debt obligation financing transactions. NorthStar Realty Finance Corp. also invests in CRE securities, including CMBS, unsecured REIT debt, and CDO notes backed primarily by CRE securities and CRE debt. The company has elected to be taxed as a REIT and it would not be subject to federal income tax, provided it distributes at least 90% of its taxable income to its shareholders. NorthStar Realty Finance Corp. was founded in 1997 and is headquartered in New York, New York.",Mortgage REITs
PHB,AMEX,全美证交所,PHB,AMEX:PHB,,,,,PowerShares Exchange-Traded Fund Trust II - PowerShares Fundamental High Yield Corporate Bond Portfo,,,,,,,,2007,www.invesco.com/portal/site/us/investors/etfs/product-detail?productId=PHB,United States,"3500 Lacey Road, Suite 700, Downers Grove, Illinois, 60515, United States","PowerShares Exchange-Traded Fund Trust II - PowerShares Fundamental High Yield Corporate Bond Portfolio is an exchange traded fund launched by Invesco Ltd. It is managed by Invesco PowerShares Capital Management LLC. The fund invests in fixed income markets of the United States. It invests in U.S. dollar-denominated high yield corporate bonds rated Ba1/BB+ or lower by either Moody’s or S&P, but not below B3/B- by either Moody’s or S&P. The fund invests in securities with maturities ranging from 1 to 10 years. It seeks to replicate the performance of the RAFI Bonds US High Yield 1-10 Index, by using representative sampling methodology. The fund was formerly known as PowerShares Exchange-Traded Fund Trust II - PowerShares High Yield Corporate Bond Portfolio. PowerShares Exchange-Traded Fund Trust II - PowerShares Fundamental High Yield Corporate Bond Portfolio was formed on November 13, 2007 and is domiciled in the United States.",Asset Management and Custody Banks
RSP,AMEX,全美证交所,RSP,AMEX:RSP,,,,,Rydex ETF Trust - Guggenheim S&P 500 Equal Weight ETF,,,,,,,,2003,guggenheiminvestments.com/products/etf/details?productid=92,United States,"One Security Benefit Place, Topeka, Kansas, 66636-0001, United States","Rydex ETF Trust - Guggenheim S&P 500 Equal Weight ETF is an exchange traded fund launched by Guggenheim Specialized Products, LLC. It is managed by Security Investors, LLC. The fund invests in the public equity markets of the United States. It seeks to invest in the stocks of companies operating across diversified sectors. The fund primarily invests in stocks of large-cap companies. It seeks to replicate the performance of the S&P 500 Equal Weight Index Total Return, by investing in stocks of companies as per their weightings in the index. The fund was formerly known as Rydex ETF Trust - Rydex S&P 500 Equal Weight ETF. Rydex ETF Trust - Guggenheim S&P 500 Equal Weight ETF was formed on April 24, 2003 and is domiciled in the United States.",Asset Management and Custody Banks
WBID,AMEX,全美证交所,WBID,AMEX:WBID,,,,,Absolute Shares Trust - WBI SMID Tactical Select Shares,,,,,,,,2014,-,United States,"34 Sycamore Avenue, Suite 1E, Little Silver, New Jersey, 07739, United States","Absolute Shares Trust - WBI SMID Tactical Select Shares is an exchange traded fund launched and managed by Millington Securities, Inc. The fund is co-managed by WBI Investments, Inc. It invests in the public equity markets of the countries across the globe. The fund invests in stocks of small and mid cap companies. It uses absolute return approach to make its investments. The fund employs a combination of fundamental and quantitative analysis focusing on factors like attractive financial condition and prospects for ongoing financial stability, volatility, price regression and momentum and uses dynamic trailing stop/loss system to create its portfolio. It uses proprietary research to create its portfolio. The fund was formerly known as Absolute Shares Trust - WBI AbsoluteCore Shares Global SMID Select ETF. Absolute Shares Trust - WBI SMID Tactical Select Shares was formed on August 27, 2014 and is domiciled in the United States.",Asset Management and Custody Banks
AGO,NYSE,纽交所,AGO-F,NYSE:AGO-F,,,,,Assured Guaranty Ltd.,,,,,,,,2003,www.assuredguaranty.com,Bermuda,"30 Woodbourne Avenue, Hamilton  HM 08, Bermuda","Assured Guaranty Ltd., through its subsidiaries, provides credit protection products to public finance, infrastructure, and structured finance markets in the United States and internationally. It offers insurance that protect holders of debt instruments and other monetary obligations from defaults in scheduled payments, including scheduled interest and principal payments. The company insures various securities, including bonds issued by the United States state or municipal governmental authorities; notes issued to finance international infrastructure projects; and asset-backed securities issued by special purpose entities. It also insures and reinsures various types of the United States public finance obligations, such as general obligation, tax-backed, municipal utility, transportation, healthcare, higher education, housing revenue, infrastructure, investor-owned utility, and other public finance bonds; and various types of non-United States public finance obligations comprising infrastructure finance, regulated utilities, pooled infrastructure, and other public finance obligations. In addition, the company insures and reinsures various types of the United States and non-United States structured finance obligations, including pooled corporate obligations, residential mortgage-backed securities, financial products, consumer receivables securities, commercial mortgage-backed securities, commercial receivables securities, insurance securitization securities, and other structured finance securities. Assured Guaranty Ltd. markets its financial guaranty insurance directly to issuers and underwriters of public finance and structured finance securities, as well as to investors in debt obligations. The company was founded in 2003 and is based in Hamilton, Bermuda.",Property and Casualty Insurance
ALL,NYSE,纽交所,ALL-F,NYSE:ALL-F,,,,,The Allstate Corporation,,,,,,,,1931,www.allstateinvestors.com,United States,"2775 Sanders Road, Northbrook, Illinois, 60062, United States","The Allstate Corporation, through its subsidiaries, provides personal property and casualty insurance, life insurance, and retirement and investment products primarily in the United States. The company’s Allstate Protection segment sells private auto and homeowner’s insurance products under the Allstate, Encompass, Esurance brand names. It also provides specialty auto products, including motorcycle, trailer, motor home, and off-road vehicle insurance policies; other personal lines products comprising renter, landlord, boat, umbrella, manufactured home insurance policies; roadside assistance products; and commercial products for small business owners, as well as insurance agency services. In addition, this segment participates in the involuntary or shared private passenger auto insurance business. The company’s Allstate Financial segment offers traditional and variable life insurance; voluntary accident and health insurance products; deferred and immediate fixed annuities; and funding agreements backing medium-term notes. This segment markets its products through its agencies and financial specialists, workplace enrolling independent agents, and directly through call centers and the Internet. The Allstate Corporation was founded in 1931 and is headquartered in Northbrook, Illinois.",Property and Casualty Insurance
BCS,NYSE,纽交所,BCS-D,NYSE:BCS-D,,,,,Business Control Systems Sverige AB (publ),,,,,,,,-,www.bcs.se,Sweden,"Sankt Paulsgatan 34, Stockholm, Stockholm County, 104 62, Sweden","Business Control Systems Sverige AB (publ) develops and markets accounting software. The company offers PromikBook, a cloud based platform that provides various services, including bookkeeping, billing, accounts receivables and accounts payable, and document management. It also provides PromikAnalys, a program for management accounting; Relian, a cloud-based service that is used to fulfill the legal requirements; business simulating and forecasts services; and debt collection services. The company serves small and medium sized enterprises. Business Control Systems Sverige AB (publ) is based in Stockholm, Sweden.",Application Software
DOG,AMEX,全美证交所,DOG,AMEX:DOG,,,,,Blackdog Resources Ltd.,,,,,,,,2004,www.blackdogresources.com,Canada,"639 – 5th Avenue S.W., Suite 2500, Calgary, Alberta, T2P 0M9, Canada","Blackdog Resources Ltd., a junior oil and gas company, engages in the acquisition, exploration, development, and production of crude oil and natural gas in the Western Canadian Sedimentary Basin. It focuses on light oil development in Southeast Saskatchewan and Alberta in Canada. The company was incorporated in 2004 and is headquartered in Calgary, Canada.",Oil and Gas Exploration and Production
FRC,NYSE,纽交所,FRC-D,NYSE:FRC-D,,,,,First Republic Bank,,,,,,,,1985,www.firstrepublic.com,United States,"111 Pine Street, 2nd Floor, San Francisco, California, 94111, United States","First Republic Bank, together with its subsidiaries, provides personalized, relationship-based preferred banking, preferred business banking, real estate lending, trust, and wealth management services to clients in metropolitan areas of the United States. It operates through two segments, Commercial Banking and Wealth Management. The company offers deposit products, such as checking, money market checking, savings, and passbook deposits, as well as certificates of deposit. It also provides a range of lending products that comprise residential mortgage loans and lines of credit, multifamily loans, commercial real estate loans, residential construction loans, small business loans, personal loans, business loans, and Eagle One loans and lines of credit. The company’s loans are secured by single family residences, multifamily buildings, and commercial real estate properties. In addition, it provides wealth management services, which include various investment strategies and products, trust and custody services, full service and online brokerage, financial and estate planning, access to alternative investments, investing, insurance, and foreign exchange. As of December 31, 2013, the company offered its services through 73 offices, including 66 preferred banking licensed deposit-taking offices in metropolitan areas comprising San Francisco, Palo Alto, Los Angeles, Santa Barbara, Newport Beach, San Diego, New York City, Boston, and Portland; and 7 offices that provided lending, wealth management, and trust services. First Republic Bank was founded in 1985 and is headquartered in San Francisco, California.",Regional Banks
GAM,NYSE,纽交所,GAM-B,NYSE:GAM-B,,,,,"General American Investors Company, Inc.",,,,,,,,1927,www.generalamericaninvestors.com,United States,"100 Park Avenue, 35th Floor, New York, New York, 10017, United States","General American Investors Company, Inc. is a self management investment trust. The firm invests in the public equity markets across the globe. It employs a fundamental analysis with a bottom-up stock picking approach. General American Investors Company, Inc. was founded in 1927 and is based in New York, New York.",Asset Management and Custody Banks
IFGL,NASDAQ,纳斯达克市场,IFGL,NASDAQ:IFGL,,,,,iShares Trust - iShares International Developed Real Estate ETF,,,,,,,,2007,us.ishares.com/product_info/fund/overview/IFGL.htm?qt=IFGL,United States,"400 Howard Street, San Francisco, California, 94105, United States","iShares Trust - iShares International Developed Real Estate ETF is an exchange traded fund launched by BlackRock, Inc. The fund is managed by BlackRock Fund Advisors. It invests in the public equity markets of developed countries across the globe excluding the United States. The fund seeks to invest in stocks of companies operating in the real estate sector, which primarily includes real estate investment trusts (“REITs”). It invests in stocks of small-cap, mid-cap, and large-cap companies. The fund seeks to track the performance of the FTSE EPRA/NAREIT Developed Real Estate ex-U.S. Index, by using representative sampling methodology. It was formerly known as iShares Trust - iShares FTSE EPRA/NAREIT Developed Real Estate ex-U.S. Index Fund. iShares Trust - iShares International Developed Real Estate ETF was formed on November 12, 2007 and is domiciled in the United States.",Asset Management and Custody Banks
MER,NYSE,纽交所,MER-E,NYSE:MER-E,,,,,Mears Group plc,,,,,,,,-,www.mearsgroup.co.uk,United Kingdom,"1390 Montpellier Court, Gloucester Business Park, Brockworth, Gloucester, Gloucestershire, GL3 4AH, United Kingdom","Mears Group PLC, through its subsidiaries, provides a range of outsourced services to the public and private sectors in the United Kingdom. The company operates through Social Housing and Care segments. The company offers rapid response and planned maintenance services in the areas of kitchen and bathroom replacements, central heating and boiler installations, electrical rewires, window and door replacements, general building works, disabled adaptations, pre decorating repairs, decorations, gutter and fascia renewal, roofing repairs and replacements, external improvement packages, concrete repairs, environmental works, cyclical repairs, and energy performance certificates to local authorities and registered social landlords. It also provides gas service and repair solutions to homes; and grounds maintenance, hard landscaping, soft landscaping, arboriculture, estate cleaning, and call center services. In addition, the company develops energy strategies and energy management plans; provides individual and archetypal energy assessments, and private sector finance and relevant grant funding; and offers installation services, including insulation, and renewable services. Further, it provides home improvement services comprising handyperson services that support older and disabled people to undertake small repairs and DIY jobs; home adaptations, such as the installation of adapted bathrooms, kitchens, ramps, and grab rails; and repairs, safety checks, signposting to services, and advice on accessing benefits and grants. Additionally, the company offers home care services, such as personal care, cooking, cleaning, medication, or shopping for older and disabled people; and professional and insurance services. Mears Group PLC is headquartered in Gloucester, the United Kingdom.",Diversified Support Services
RPT,NYSE,纽交所,RPT-D,NYSE:RPT-D,,,,,Ramco-Gershenson Properties Trust,,,,,,,,1988,www.ramcogershenson.com,United States,"31500 Northwestern Highway, Suite 300, Farmington Hills, Michigan, 48334, United States","Ramco-Gershenson Properties Trust, a real estate investment trust (REIT), engages in the ownership, development, acquisition, management, and leasing of community shopping centers, single tenant retail properties, and one regional mall in the Midwestern, Southeastern, and Mid-Atlantic regions of the United States. As of December 31, 2007, the company owned interests in 89 shopping centers, which included 65 community centers, 21 power centers, 2 single tenant retail properties, and 1 enclosed regional mall. Ramco-Gershenson Properties has elected to be a taxable REIT for federal income tax purposes. As a REIT, it would not be subject to federal income taxes, if it distributes approximately 90% of its taxable income to its shareholders. The company was founded in 1988 and is based in Farmington Hills, Michigan with additional office in Boca Raton, Florida.",Retail REITs
UYG,AMEX,全美证交所,UYG,AMEX:UYG,,,,,ProShares Trust - ProShares Ultra Financials,,,,,,,,2007,www.proshares.com/funds/uyg.html,United States,"7501 Wisconsin Avenue, Suite 1000, Bethesda, Maryland, 20814, United States","ProShares Trust - ProShares Ultra Financials is an exchange traded fund launched and managed by ProShare Advisors LLC. It invests in the public equity markets of the United States. The fund invests directly and uses derivatives such as swap agreements to invest in stocks of companies operating in the financial services sector which includes regional banks, major U.S. domiciled international banks, insurance companies, real estate, diversified financial companies, securities brokers and dealers, and publicly traded stock exchanges. It primarily invests in stocks of companies across all market capitalizations. The fund also invests in money market instruments. It seeks to replicate twice the daily performance of the Dow Jones U.S. Financials Index. The fund was formerly known as ProShares Trust - Ultra Financials ProShares. ProShares Trust - ProShares Ultra Financials was formed on January 30, 2007 and is domiciled in the United States.",Asset Management and Custody Banks
VQT,AMEX,全美证交所,VQT,AMEX:VQT,,,,,Barclays ETN + S&P VEQTOR ETN,,,,,,,,2010,barxis.barcap.com/US/7/en/details.app?instrumentId=73025,United Kingdom,"1 Churchill Place, London, Greater London, E14 5HP, United Kingdom","Barclays ETN + S&P VEQTOR ETN is an exchange traded note launched by Barclays Bank PLC. The note seeks to track the performance of the S&P 500 Dynamic VEQTOR Total Return Index. It represents public equity markets of the United States. The index seeks to track the volatile stocks of large cap companies. It seeks to track companies operating across diversified sectors. The ETN will mature on September 8, 2020. Barclays ETN + S&P VEQTOR ETN was formed on August 31, 2010 and is domiciled in the United States.",Asset Management and Custody Banks
CAMBU,NASDAQ,纳斯达克市场,CAMBU,NASDAQ:CAMBU,,,,,Cambridge Capital Acquisition Corporation,,,,,,,,2013,-,United States,"525 South Flagler Drive, Suite 201, West Palm Beach, Florida, 33401, United States","Cambridge Capital Acquisition Corporation does not have significant operations. The company intends to enter into a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization, or other similar business combination with one or more businesses or entities in the supply chain industry. The company was founded in 2013 and is based in West Palm Beach, Florida.",Asset Management and Custody Banks
KIM,NYSE,纽交所,KIM-J,NYSE:KIM-J,,,,,Kimco Realty Corporation,,,,,,,,1966,www.kimcorealty.com,United States,"3333 New Hyde Park Road, Suite 100, New Hyde Park, New York, 11042, United States","Kimco Realty Corporation is an independent real estate investment trust. The firm invests in the real estate markets across North America. It is primarily engaged in acquisitions, development, and management of neighborhood and community shopping centers. The firm also provides property management services relating to the management, leasing, operation, and maintenance of real estate properties. Kimco Realty Corporation was formed in 1966 and is based in New Hyde Park, New York with additional office all across North America.",Retail REITs
BSCO,AMEX,全美证交所,BSCO,AMEX:BSCO,,,,,Claymore Exchange-Traded Fund Trust - Guggenheim Bulletshares 2024 Corporate Bond ETF,,,,,,,,2014,-,United States,"2455 Corporate West Drive, Lisle, Illinois, 60532, United States","Claymore Exchange-Traded Fund Trust - Guggenheim BulletShares 2024 Corporate Bond ETF is an exchange traded fund launched and managed by Guggenheim Funds Investment Advisors, LLC. It invests in fixed income markets of developed countries across the globe. The fund invests in U.S. dollar-denominated corporate bonds with effective maturities in the year 2024. It invests in investment-grade securities rated BBB- and above by S&P and Fitch or Baa3 and above by Moody’s. The fund seeks to track the performance of the NASDAQ BulletShares USD Corporate Bond 2024 Index, by using representative sampling approach. Claymore Exchange-Traded Fund Trust - Guggenheim BulletShares 2024 Corporate Bond ETF was formed on September 17, 2014 and is domiciled in the United States.",Asset Management and Custody Banks
LVL,AMEX,全美证交所,LVL,AMEX:LVL,,,,,Lynden Energy Corp.,,,,,,,,-,www.lyndenenergy.com,Canada,"1055 West Georgia Street, Suite 2480, Vancouver, British Columbia, V6E 3P3, Canada","Lynden Energy Corp. is engaged in the acquisition, exploration, and development of petroleum and natural gas properties in the United States. It has working interests in the Wolfberry and Mitchell Ranch projects located in the Permian Basin in West Texas; and the Paradox Basin project located in Utah. The company is headquartered in Vancouver, Canada.",Oil and Gas Exploration and Production
ONSM,NASDAQ,纳斯达克市场,ONSM,NASDAQ:ONSM,,,,,Onstream Media Corp.,,,,,,,,1993,www.onstreammedia.com,United States,"1291 SW 29th Avenue, Pompano Beach, Florida, 33069, United States","Onstream Media Corporation provides online service of live and on-demand Internet video, corporate audio and Web communications, virtual event technology, and social media marketing primarily to corporate, education, and government customers in the United States. The company operates in two segments, Audio and Web Conferencing Services Group and Digital Media Services Group. The Audio and Web Conferencing Services Group segment offers reservationless and operator-assisted audio and Web conferencing services; and connectivity within the entertainment and advertising industries through its managed network that encompasses production and post-production companies, advertisers, producers, directors, and talent. The Digital Media Services Group segment provides various corporate-oriented, Web-based media services to the corporate market, including live audio and video Webcasting, and on-demand audio and video streaming for business, government, or educational entities; and online subscription based service that comprises access to enabling technologies and features for its clients to acquire, store, index, secure, manage, distribute, and transform digital assets into saleable commodities. This segment also provides a video ingestion and flash encoder that could be used by its clients on a stand-alone basis or in conjunction with the Digital Media Services platform; and automated and manual encoding, and editorial services for processing digital media, using technologies and processes that allow online search, retrieval, and streaming of media, which include photos, videos, audio, engineering specs, architectural plans, Web pages, and other pieces of business collateral. In addition, this segment offers hosting, storage, and streaming services for digital media through Digital Media Services platform. Onstream Media Corporation was founded in 1993 and is headquartered in Pompano Beach, Florida.",Internet Software and Services
RBS,NYSE,纽交所,RBS-M,NYSE:RBS-M,,,,,The Royal Bank of Scotland Group plc,,,,,,,,1727,www.rbs.com,United Kingdom,"RBS Gogarburn, PO Box 1000, Edinburgh  EH12 1HQ, United Kingdom","The Royal Bank of Scotland Group plc, through its subsidiaries, provides banking and financial products and services to personal, commercial, corporate, and institutional customers worldwide. Its UK Retail division offers a range of banking products and related financial services to the personal market serving customers through various channels, including a network of branches and ATMs in the United Kingdom, telephony, online, and mobile. The company’s UK Corporate division provides banking, finance, and risk management services to the corporate and SME sector in the United Kingdom through a network of relationship managers, and telephone and Internet channels. The product range includes invoice finance through the RBSIF brand and asset finance through the Lombard brand. Its Wealth division offers private banking and investment services, offshore banking services, and international private banking services. The company’s International Banking division focuses on financing, transaction, and risk management services. Its Ulster Bank division provides retail and commercial bank services, including loan and deposit products through a network of branches and direct channels, as well as services to businesses and corporate customers. The company’s US Retail & Commercial division offers financial services primarily through the Citizens and Charter One brands. This division is involved in retail and corporate banking activities through its branch network in 12 states in the United States and through non-branch offices in other states. Its Markets division provides debt finance, fixed income, and currencies to the corporate and institutional clients. This division is focused on its core fixed income capabilities across rates, foreign exchange, asset backed products, credit, and debit capital markets. The Royal Bank of Scotland Group plc was founded in 1727 and is based in Edinburgh, United Kingdom.",Diversified Banks
RLH,NYSE,纽交所,RLH-A,NYSE:RLH-A,,,,,Red Lion Hotels Corporation,,,,,,,,1937,www.redlion.com,United States,"201 West North River Drive, Suite 100, Spokane, Washington, 99201, United States","Red Lion Hotels Corporation, a hospitality and leisure company, owns, operates, and franchises hotels under its Red Lion Hotels, Red Lion Inns & Suites, and Leo Hotel Collection brands. It operates in three segments: Hotels, Franchise, and Entertainment. As of October 13, 2014, the company had approximately 50 hotels. It is also involved in the promotion and presentation of entertainment productions under the WestCoast Entertainment name. In addition, the company offers ticketing inventory management systems, call center services, and outlet/electronic channel distribution for event locations under the TicketsWest name. The company was formerly known as WestCoast Hospitality Corporation and changed its name to Red Lion Hotels Corporation in September 2005. Red Lion Hotels Corporation was founded in 1937 and is headquartered in Spokane, Washington.","Hotels, Resorts and Cruise Lines"
TYG,NYSE,纽交所,TYG-C,NYSE:TYG-C,,,,,Tortoise Energy Infrastructure Corporation,,,,,,,,2003,www.tortoiseadvisors.com/tyg.cfm,United States,"11550 Ash Street, Suite 300, Leawood, Kansas, 66211-7811, United States","Tortoise Energy Infrastructure Corporation is a closed ended equity mutual fund launched and managed by Tortoise Capital Advisors L.L.C. The fund invests in the public equity markets of the United States. It seeks to invest in the stocks of companies operating in the energy infrastructure sector, with an emphasis on those companies that are engaged in transporting, processing, storing, distributing or marketing natural gas, natural gas liquids (primarily propane), coal, crude oil or refined petroleum products, or exploring, developing, managing or producing such commodities. The fund primarily invests in securities of publicly traded Master Limited Partnerships and stocks of companies having a market capitalization greater than $100 million. Tortoise Energy Infrastructure Corporation was formed on October 30, 2003 and is domiciled in the United States.",Asset Management and Custody Banks
WBIL,AMEX,全美证交所,WBIL,AMEX:WBIL,,,,,Absolute Shares Trust - WBI Large Cap Tactical Select Shares,,,,,,,,2014,-,United States,"34 Sycamore Avenue, Suite 1E, Little Silver, New Jersey, 07739, United States","Absolute Shares Trust - WBI Large Cap Tactical Select Shares is an exchange traded fund launched and managed by Millington Securities, Inc. The fund is co-managed by WBI Investments, Inc. It invests in the public equity markets of the countries across the globe. The fund invests in stocks of large cap companies. It uses absolute return approach to make its investments. The fund employs a combination of fundamental and quantitative analysis focusing on factors like attractive financial condition and prospects for ongoing financial stability, volatility, price regression and momentum and uses dynamic trailing stop/loss system to create its portfolio. It uses proprietary research to create its portfolio. The fund was formerly known as Absolute Shares Trust - WBI AbsoluteCore Shares Global Large Select ETF. Absolute Shares Trust - WBI Large Cap Tactical Select Shares was formed on August 27, 2014 and is domiciled in the United States.",Asset Management and Custody Banks
WFC,NYSE,纽交所,WFC-R,NYSE:WFC-R,,,,,Wells Fargo & Company,,,,,,,,1852,www.wellsfargo.com,United States,"420 Montgomery Street, San Francisco, California, 94104, United States","Wells Fargo & Company provides retail, commercial, and corporate banking services to individuals, businesses, and institutions. The company’s Community Banking segment offers checking and market rate accounts, savings and time deposits, individual retirement accounts, and remittances; and lines of credit, auto floor plan lines, equity lines and loans, equipment and transportation loans, education and residential mortgage loans, and credit and debit cards. This segment also provides equipment leases, real estate and other commercial financing, small business administration financing, venture capital financing, cash management, payroll services, retirement plans, health savings accounts, and merchant payment processing and private label financing solutions, as well as purchases retail installment contracts. Its Wholesale Banking segment offers commercial loans and lines of credit, letters of credit, asset-based lending, equipment leasing, international trade facilities, trade financing, collection, foreign exchange, treasury management, investment management, institutional fixed-income sales, interest rate, commodity and equity risk management, insurance, corporate trust fiduciary and agency, and investment banking services, as well as online/electronic products. This segment also provides construction, and land acquisition and development loans; secured and unsecured lines of credit; interim financing arrangements; rehabilitation loans; affordable housing loans and letters of credit; loans for securitization; commercial real estate loan servicing; and real estate and mortgage brokerage services. The company’s Wealth, Brokerage, and Retirement segment offers financial advisory, wealth management, brokerage, retirement, trust, and reinsurance services. As of March 7, 2014, it operated through 9,000 locations and 12,000 ATMs, and offices in 36 countries, as well as through wellsfargo.com. The Company was founded in 1852 and is headquartered in San Francisco, California.",Diversified Banks
CROP,AMEX,全美证交所,CROP,AMEX:CROP,,,,,IndexIQ ETF Trust - IQ Global Agribusiness Small Cap ETF,,,,,,,,2011,www.indexiq.com/etfs/natural-resources-a-commodities/iq-global-agribusiness-small-cap-etf.html,United States,"800 Westchester Avenue, Suite N-611, Rye Brook, New York, 10573, United States","IndexIQ ETF Trust - IQ Global Agribusiness Small Cap ETF is an exchange traded fund launched and managed by IndexIQ Advisors LLC. The fund invests in the public equity markets across the globe. It invests in stocks of companies engaged in the agribusiness sector, including crop production and farming, livestock operations, agricultural machinery, agricultural chemicals, agricultural supplies and logistics, and biofuels. The fund invests in the stocks of small-cap companies with minimum average market capitalization of $150 million. It seeks to replicate the performance of the IQ Global Agribusiness Small Cap Index, by investing in stocks of companies as per their weightings the index. IndexIQ ETF Trust - IQ Global Agribusiness Small Cap ETF was formed on March 22, 2011 and is domiciled in the United States.",Asset Management and Custody Banks
DFS,NYSE,纽交所,DFS-B,NYSE:DFS-B,,,,,Discover Financial Services,,,,,,,,1960,www.discoverfinancial.com,United States,"2500 Lake Cook Road, Riverwoods, Illinois, 60015, United States","Discover Financial Services, a bank holding company, provides a range of financial products and services in the United States. The company operates in two segments, Direct Banking and Payment Services. The Direct Banking segment offers Discover card-branded credit cards to individuals and small businesses on the Discover Network. This segment also provides other consumer banking products and services, including private student loans, personal loans, home loans, home equity loans, and prepaid cards; and other consumer lending and deposit products, such as certificates of deposit, money market accounts, savings accounts, checking accounts, and individual retirement account certificates of deposit. The Payment Services segment operates the Discover Network, a payment card transaction processing network for Discover-branded credit cards, as well as for credit, debit, and prepaid cards issued by third parties. This segment also operates the PULSE network, an electronic funds transfer network, which provides financial institutions issuing debit cards on the PULSE network with access to automated teller machines; and point-of-sale terminals at retail locations for debit card transactions. In addition, it operates Diners Club International, a payments network that issues Diners Club branded credit cards; and provides card acceptance services. The company was incorporated in 1960 and is based in Riverwoods, Illinois.",Consumer Finance
HDLV,AMEX,全美证交所,HDLV,AMEX:HDLV,,,,,ETRACS Monthly Pay 2xLeveraged US High Dividend Low Volatility ETN,,,,,,,,-,etracs.ubs.com/product/detail/index/ussymbol/HDLV,United Kingdom,       United Kingdom,"ETRACS Monthly Pay 2xLeveraged US High Dividend Low Volatility ETN is an exchange traded note launched by UBS AG. The note seeks to track twice the performance of Solactive US High Dividend Low Volatility Index. The index seeks to represent the equity markets of the United States. It seeks to invest in dividend paying and low volatile stocks of companies across all market capitalizations. The ETN will mature on September 30, 2044. ETRACS Monthly Pay 2xLeveraged US High Dividend Low Volatility ETN was formed on September 30, 2014 and is domiciled in the United States.",Asset Management and Custody Banks
OXLCO,NASDAQ,纳斯达克市场,OXLCO,NASDAQ:OXLCO,,,,,Oxford Lane Capital Corp.,,,,,,,,-,www.oxfordlanecapital.com,United States," Greenwich, Connecticut  United States",-,Asset Management and Custody Banks
PIO,AMEX,全美证交所,PIO,AMEX:PIO,,,,,Pioneer Resources Limited,,,,,,,,2003,www.pioresources.com.au,Australia,"21 Ord Street, West Perth, Western Australia, 6005, Australia","Pioneer Resources Limited explores and develops mineral properties primarily in Western Australia. The company explores for gold, nickel, cobalt, manganese, and iron ore deposits. It holds interests in various properties in Kalgoorlie District and Albany-Fraser Province of Western Australia. The company was incorporated in 2003 and is based in West Perth, Australia.",Diversified Metals and Mining
AXJL,AMEX,全美证交所,AXJL,AMEX:AXJL,,,,,WisdomTree Trust - WisdomTree Asia Pacific ex-Japan Fund,,,,,,,,2006,www.wisdomtree.com/etfs/fund-details.asp?etfid=16,United States,"380 Madison Avenue, 21st Floor, New York, New York, 10017-2509, United States","WisdomTree Trust - WisdomTree Asia Pacific ex-Japan Fund is an exchange traded fund launched by WisdomTree Investments, Inc. The fund is co-managed by WisdomTree Asset Management, Inc. and Mellon Capital Management Corporation. It invests in the public equity markets of Asia Pacific excluding Japan. The fund invests in the stocks of companies operating across diversified sectors. It invests in dividend paying stocks of large-cap companies. The fund seeks to track the performance of WisdomTree Asia Pacific ex-Japan Index by using representative sampling methodology. It was formerly known as WisdomTree Trust-WisdomTree Pacific ex-Japan Total Dividend Fund. WisdomTree Trust - WisdomTree Asia Pacific ex-Japan Fund was formed on June 16, 2006 and is domiciled in the United States.",Asset Management and Custody Banks
BCS,NYSE,纽交所,BCS-A,NYSE:BCS-A,,,,,Business Control Systems Sverige AB (publ),,,,,,,,-,www.bcs.se,Sweden,"Sankt Paulsgatan 34, Stockholm, Stockholm County, 104 62, Sweden","Business Control Systems Sverige AB (publ) develops and markets accounting software. The company offers PromikBook, a cloud based platform that provides various services, including bookkeeping, billing, accounts receivables and accounts payable, and document management. It also provides PromikAnalys, a program for management accounting; Relian, a cloud-based service that is used to fulfill the legal requirements; business simulating and forecasts services; and debt collection services. The company serves small and medium sized enterprises. Business Control Systems Sverige AB (publ) is based in Stockholm, Sweden.",Application Software
